country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
AT;Austria;Styria;NA;NA;NA;NA;2020-02-27T00:00:00Z;-10;9;NA;2;2;0
AT;Austria;Styria;NA;NA;NA;NA;2020-02-28T00:00:00Z;-7;16;-11;5;4;0
AT;Austria;Styria;NA;NA;NA;NA;2020-02-29T00:00:00Z;-13;10;-6;-4;-1;1
AT;Austria;Styria;NA;NA;NA;NA;2020-03-01T00:00:00Z;4;NA;-11;-5;0;1
AT;Austria;Styria;NA;NA;NA;NA;2020-03-02T00:00:00Z;2;9;NA;0;4;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-03-03T00:00:00Z;-2;7;NA;-1;2;0
AT;Austria;Styria;NA;NA;NA;NA;2020-03-04T00:00:00Z;-1;13;NA;5;1;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-03-05T00:00:00Z;2;6;NA;7;2;0
AT;Austria;Styria;NA;NA;NA;NA;2020-03-06T00:00:00Z;-2;6;-16;1;2;0
AT;Austria;Styria;NA;NA;NA;NA;2020-03-07T00:00:00Z;-5;7;0;-3;2;0
AT;Austria;Styria;NA;NA;NA;NA;2020-03-08T00:00:00Z;19;NA;26;-2;6;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-03-09T00:00:00Z;5;8;NA;-10;2;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-03-10T00:00:00Z;-4;16;NA;-1;2;0
AT;Austria;Styria;NA;NA;NA;NA;2020-03-11T00:00:00Z;-4;26;NA;-3;-1;0
AT;Austria;Styria;NA;NA;NA;NA;2020-03-12T00:00:00Z;-12;39;NA;-6;-1;1
AT;Austria;Styria;NA;NA;NA;NA;2020-03-13T00:00:00Z;-23;69;-26;-12;-4;5
AT;Austria;Styria;NA;NA;NA;NA;2020-03-14T00:00:00Z;-44;-1;11;-31;-9;10
AT;Austria;Styria;NA;NA;NA;NA;2020-03-15T00:00:00Z;-50;NA;30;-45;-16;8
AT;Austria;Styria;NA;NA;NA;NA;2020-03-16T00:00:00Z;-71;-8;NA;-48;-45;21
AT;Austria;Styria;NA;NA;NA;NA;2020-03-17T00:00:00Z;-80;-27;NA;-49;-56;26
AT;Austria;Styria;NA;NA;NA;NA;2020-03-18T00:00:00Z;-80;-22;NA;-51;-60;27
AT;Austria;Styria;NA;NA;NA;NA;2020-03-19T00:00:00Z;-80;-22;NA;-55;-61;28
AT;Austria;Styria;NA;NA;NA;NA;2020-03-20T00:00:00Z;-82;-22;NA;-57;-61;28
AT;Austria;Styria;NA;NA;NA;NA;2020-03-21T00:00:00Z;-92;-39;-40;-66;-49;20
AT;Austria;Styria;NA;NA;NA;NA;2020-03-22T00:00:00Z;-86;NA;-38;-78;-43;NA
AT;Austria;Styria;NA;NA;NA;NA;2020-03-23T00:00:00Z;-82;-28;-39;-65;-60;28
AT;Austria;Styria;NA;NA;NA;NA;2020-03-24T00:00:00Z;-84;-28;NA;-61;-62;29
AT;Austria;Styria;NA;NA;NA;NA;2020-03-25T00:00:00Z;-84;-28;NA;-61;-63;29
AT;Austria;Styria;NA;NA;NA;NA;2020-03-26T00:00:00Z;-85;-27;-41;-62;-62;30
AT;Austria;Styria;NA;NA;NA;NA;2020-03-27T00:00:00Z;-84;-21;-8;-64;-60;29
AT;Austria;Styria;NA;NA;NA;NA;2020-03-28T00:00:00Z;-88;-33;45;-60;-46;17
AT;Austria;Styria;NA;NA;NA;NA;2020-03-29T00:00:00Z;-84;NA;-27;-75;-45;NA
AT;Austria;Styria;NA;NA;NA;NA;2020-03-30T00:00:00Z;-79;-25;-39;-63;-59;26
AT;Austria;Styria;NA;NA;NA;NA;2020-03-31T00:00:00Z;-79;-20;NA;-59;-60;27
AT;Austria;Styria;NA;NA;NA;NA;2020-04-01T00:00:00Z;-79;-23;NA;-58;-59;26
AT;Austria;Styria;NA;NA;NA;NA;2020-04-02T00:00:00Z;-79;-23;NA;-58;-60;27
AT;Austria;Styria;NA;NA;NA;NA;2020-04-03T00:00:00Z;-80;-17;NA;-59;-60;27
AT;Austria;Styria;NA;NA;NA;NA;2020-04-04T00:00:00Z;-88;-32;-14;-64;-44;18
AT;Austria;Styria;NA;NA;NA;NA;2020-04-05T00:00:00Z;-75;NA;18;-69;-39;NA
AT;Austria;Styria;NA;NA;NA;NA;2020-04-06T00:00:00Z;-73;-21;NA;-60;-60;25
AT;Austria;Styria;NA;NA;NA;NA;2020-04-07T00:00:00Z;-77;-19;NA;-53;-61;25
AT;Austria;Styria;NA;NA;NA;NA;2020-04-08T00:00:00Z;-73;-9;NA;-55;-61;25
AT;Austria;Styria;NA;NA;NA;NA;2020-04-09T00:00:00Z;-75;-2;NA;-53;-61;25
AT;Austria;Styria;NA;NA;NA;NA;2020-04-10T00:00:00Z;-77;-7;NA;-61;-64;27
AT;Austria;Styria;NA;NA;NA;NA;2020-04-11T00:00:00Z;-89;-42;11;-63;-44;17
AT;Austria;Styria;NA;NA;NA;NA;2020-04-12T00:00:00Z;-81;NA;26;-74;-39;NA
AT;Austria;Styria;NA;NA;NA;NA;2020-04-13T00:00:00Z;-93;-93;NA;-81;-89;35
AT;Austria;Styria;NA;NA;NA;NA;2020-04-14T00:00:00Z;-54;-11;NA;-57;-54;23
AT;Austria;Styria;NA;NA;NA;NA;2020-04-15T00:00:00Z;-56;-17;NA;-50;-52;23
AT;Austria;Styria;NA;NA;NA;NA;2020-04-16T00:00:00Z;-58;-15;NA;-48;-53;22
AT;Austria;Styria;NA;NA;NA;NA;2020-04-17T00:00:00Z;-60;-13;NA;-53;-53;23
AT;Austria;Styria;NA;NA;NA;NA;2020-04-18T00:00:00Z;-72;-21;32;-57;-32;14
AT;Austria;Styria;NA;NA;NA;NA;2020-04-19T00:00:00Z;-83;NA;-35;-76;-34;NA
AT;Austria;Styria;NA;NA;NA;NA;2020-04-20T00:00:00Z;-49;-18;NA;-56;-49;21
AT;Austria;Styria;NA;NA;NA;NA;2020-04-21T00:00:00Z;-52;-17;NA;-51;-50;21
AT;Austria;Styria;NA;NA;NA;NA;2020-04-22T00:00:00Z;-52;-12;NA;-47;-49;20
AT;Austria;Styria;NA;NA;NA;NA;2020-04-23T00:00:00Z;-54;-6;NA;-47;-50;20
AT;Austria;Styria;NA;NA;NA;NA;2020-04-24T00:00:00Z;-57;-11;NA;-52;-49;21
AT;Austria;Styria;NA;NA;NA;NA;2020-04-25T00:00:00Z;-69;-18;65;-51;-25;12
AT;Austria;Styria;NA;NA;NA;NA;2020-04-26T00:00:00Z;-62;NA;58;-67;-24;NA
AT;Austria;Styria;NA;NA;NA;NA;2020-04-27T00:00:00Z;-45;-17;NA;-54;-48;19
AT;Austria;Styria;NA;NA;NA;NA;2020-04-28T00:00:00Z;-50;-12;NA;-48;-48;19
AT;Austria;Styria;NA;NA;NA;NA;2020-04-29T00:00:00Z;-53;0;NA;-52;-48;21
AT;Austria;Styria;NA;NA;NA;NA;2020-04-30T00:00:00Z;-42;33;NA;-44;-46;16
AT;Austria;Styria;NA;NA;NA;NA;2020-05-01T00:00:00Z;-87;-89;NA;-66;-84;31
AT;Austria;Styria;NA;NA;NA;NA;2020-05-02T00:00:00Z;-39;17;48;-49;-14;8
AT;Austria;Styria;NA;NA;NA;NA;2020-05-03T00:00:00Z;-62;NA;31;-55;-16;7
AT;Austria;Styria;NA;NA;NA;NA;2020-05-04T00:00:00Z;-8;9;NA;-43;-37;13
AT;Austria;Styria;NA;NA;NA;NA;2020-05-05T00:00:00Z;-18;11;NA;-48;-39;16
AT;Austria;Styria;NA;NA;NA;NA;2020-05-06T00:00:00Z;-18;15;NA;-37;-38;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-07T00:00:00Z;-20;15;NA;-39;-39;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-08T00:00:00Z;-24;13;NA;-42;-40;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-09T00:00:00Z;-38;16;46;-44;-14;7
AT;Austria;Styria;NA;NA;NA;NA;2020-05-10T00:00:00Z;-51;NA;31;-52;-4;4
AT;Austria;Styria;NA;NA;NA;NA;2020-05-11T00:00:00Z;-15;-4;NA;-46;-35;13
AT;Austria;Styria;NA;NA;NA;NA;2020-05-12T00:00:00Z;-19;4;NA;-40;-35;15
AT;Austria;Styria;NA;NA;NA;NA;2020-05-13T00:00:00Z;-23;6;NA;-34;-35;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-14T00:00:00Z;-26;7;NA;-39;-35;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-15T00:00:00Z;-14;8;NA;-46;-34;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-16T00:00:00Z;-26;2;42;-43;-4;6
AT;Austria;Styria;NA;NA;NA;NA;2020-05-17T00:00:00Z;-30;NA;40;-56;-4;5
AT;Austria;Styria;NA;NA;NA;NA;2020-05-18T00:00:00Z;3;1;NA;-40;-26;9
AT;Austria;Styria;NA;NA;NA;NA;2020-05-19T00:00:00Z;-3;6;NA;-37;-28;11
AT;Austria;Styria;NA;NA;NA;NA;2020-05-20T00:00:00Z;8;38;NA;-25;-29;7
AT;Austria;Styria;NA;NA;NA;NA;2020-05-21T00:00:00Z;-63;-85;NA;-55;-83;25
AT;Austria;Styria;NA;NA;NA;NA;2020-05-22T00:00:00Z;3;9;NA;-41;-45;12
AT;Austria;Styria;NA;NA;NA;NA;2020-05-23T00:00:00Z;-22;-6;60;-48;-7;5
AT;Austria;Styria;NA;NA;NA;NA;2020-05-24T00:00:00Z;-12;NA;65;-53;-2;3
AT;Austria;Styria;NA;NA;NA;NA;2020-05-25T00:00:00Z;5;1;NA;-40;-29;10
AT;Austria;Styria;NA;NA;NA;NA;2020-05-26T00:00:00Z;-4;-3;NA;-36;-25;10
AT;Austria;Styria;NA;NA;NA;NA;2020-05-27T00:00:00Z;-2;3;NA;-31;-26;8
AT;Austria;Styria;NA;NA;NA;NA;2020-05-28T00:00:00Z;-7;4;NA;-30;-27;10
AT;Austria;Styria;NA;NA;NA;NA;2020-05-29T00:00:00Z;-3;8;NA;-31;-27;8
AT;Austria;Styria;NA;NA;NA;NA;2020-05-30T00:00:00Z;-16;3;53;-34;1;3
AT;Austria;Styria;NA;NA;NA;NA;2020-05-31T00:00:00Z;-25;NA;-4;-52;-3;3
AT;Austria;Styria;NA;NA;NA;NA;2020-06-01T00:00:00Z;-52;-84;NA;-52;-82;21
AT;Austria;Styria;NA;NA;NA;NA;2020-06-02T00:00:00Z;15;20;NA;-23;-29;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-03T00:00:00Z;1;7;NA;-26;-22;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-04T00:00:00Z;0;6;NA;-26;-22;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-05T00:00:00Z;1;9;NA;-30;-22;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-06T00:00:00Z;-13;-3;NA;-29;3;1
AT;Austria;Styria;NA;NA;NA;NA;2020-06-07T00:00:00Z;7;NA;98;-41;3;1
AT;Austria;Styria;NA;NA;NA;NA;2020-06-08T00:00:00Z;14;0;NA;-32;-25;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-09T00:00:00Z;6;2;NA;-23;-24;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-10T00:00:00Z;11;36;NA;-16;-25;4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-11T00:00:00Z;-51;-82;NA;-44;-80;20
AT;Austria;Styria;NA;NA;NA;NA;2020-06-12T00:00:00Z;3;18;NA;-36;-43;8
AT;Austria;Styria;NA;NA;NA;NA;2020-06-13T00:00:00Z;-24;2;NA;-22;5;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-06-14T00:00:00Z;-4;NA;-2;-32;13;0
AT;Austria;Styria;NA;NA;NA;NA;2020-06-15T00:00:00Z;11;12;NA;-30;-24;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-16T00:00:00Z;5;13;NA;-20;-21;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-17T00:00:00Z;3;13;NA;-20;-22;5
AT;Austria;Styria;NA;NA;NA;NA;2020-06-18T00:00:00Z;-1;13;NA;-21;-23;5
AT;Austria;Styria;NA;NA;NA;NA;2020-06-19T00:00:00Z;-6;10;NA;-20;-23;5
AT;Austria;Styria;NA;NA;NA;NA;2020-06-20T00:00:00Z;-10;10;27;-19;2;1
AT;Austria;Styria;NA;NA;NA;NA;2020-06-21T00:00:00Z;-14;NA;-24;-33;2;2
AT;Austria;Styria;NA;NA;NA;NA;2020-06-22T00:00:00Z;8;7;NA;-22;-24;4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-23T00:00:00Z;1;10;NA;-9;-23;4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-24T00:00:00Z;-3;10;NA;-12;-22;5
AT;Austria;Styria;NA;NA;NA;NA;2020-06-25T00:00:00Z;6;21;NA;-18;-23;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-26T00:00:00Z;-3;12;NA;-17;-22;3
AT;Austria;Styria;NA;NA;NA;NA;2020-06-27T00:00:00Z;-24;3;NA;-4;1;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-06-28T00:00:00Z;23;NA;103;-17;12;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-06-29T00:00:00Z;4;4;NA;-29;-22;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-30T00:00:00Z;15;3;NA;-16;-19;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-01T00:00:00Z;8;4;NA;-19;-19;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-02T00:00:00Z;9;3;NA;-16;-21;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-03T00:00:00Z;13;4;NA;-13;-21;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-04T00:00:00Z;-8;-9;NA;14;2;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-05T00:00:00Z;23;NA;130;-20;8;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-06T00:00:00Z;14;1;NA;-18;-22;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-07T00:00:00Z;17;8;NA;-15;-21;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-08T00:00:00Z;15;7;NA;-10;-20;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-09T00:00:00Z;12;2;NA;-4;-21;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-10T00:00:00Z;3;-3;NA;-3;-24;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-11T00:00:00Z;-8;-10;-14;2;-6;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-12T00:00:00Z;36;NA;96;-14;5;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-13T00:00:00Z;23;-3;NA;-20;-30;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-14T00:00:00Z;13;-3;NA;-17;-30;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-15T00:00:00Z;16;5;NA;-15;-30;5
AT;Austria;Styria;NA;NA;NA;NA;2020-07-16T00:00:00Z;15;0;NA;-12;-31;5
AT;Austria;Styria;NA;NA;NA;NA;2020-07-17T00:00:00Z;7;-4;NA;-9;-32;5
AT;Austria;Styria;NA;NA;NA;NA;2020-07-18T00:00:00Z;-3;-11;35;12;-6;0
AT;Austria;Styria;NA;NA;NA;NA;2020-07-19T00:00:00Z;30;NA;58;-10;1;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-20T00:00:00Z;16;-8;NA;-15;-32;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-21T00:00:00Z;7;-7;NA;-17;-32;5
AT;Austria;Styria;NA;NA;NA;NA;2020-07-22T00:00:00Z;15;1;NA;-14;-33;5
AT;Austria;Styria;NA;NA;NA;NA;2020-07-23T00:00:00Z;10;-6;NA;-12;-32;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-24T00:00:00Z;-1;-10;NA;-7;-33;6
AT;Austria;Styria;NA;NA;NA;NA;2020-07-25T00:00:00Z;-9;-18;61;19;-9;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-07-26T00:00:00Z;32;NA;94;-7;1;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-27T00:00:00Z;16;-8;NA;-16;-35;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-28T00:00:00Z;-1;-8;NA;-15;-35;5
AT;Austria;Styria;NA;NA;NA;NA;2020-07-29T00:00:00Z;9;-6;NA;-15;-35;6
AT;Austria;Styria;NA;NA;NA;NA;2020-07-30T00:00:00Z;8;-4;NA;-10;-35;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-31T00:00:00Z;-1;-4;NA;-10;-36;3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-01T00:00:00Z;-20;-16;NA;29;-8;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-02T00:00:00Z;21;NA;57;-5;-6;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-03T00:00:00Z;38;-2;NA;-18;-40;7
AT;Austria;Styria;NA;NA;NA;NA;2020-08-04T00:00:00Z;19;-7;NA;-12;-40;8
AT;Austria;Styria;NA;NA;NA;NA;2020-08-05T00:00:00Z;24;10;NA;-8;-40;6
AT;Austria;Styria;NA;NA;NA;NA;2020-08-06T00:00:00Z;12;-3;NA;-11;-39;5
AT;Austria;Styria;NA;NA;NA;NA;2020-08-07T00:00:00Z;-3;-3;NA;-10;-40;3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-08T00:00:00Z;-20;-12;NA;26;-6;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-09T00:00:00Z;23;NA;107;-6;1;-5
AT;Austria;Styria;NA;NA;NA;NA;2020-08-10T00:00:00Z;15;0;NA;-15;-40;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-11T00:00:00Z;14;5;NA;-12;-41;7
AT;Austria;Styria;NA;NA;NA;NA;2020-08-12T00:00:00Z;12;10;NA;-14;-39;5
AT;Austria;Styria;NA;NA;NA;NA;2020-08-13T00:00:00Z;2;1;NA;-13;-40;5
AT;Austria;Styria;NA;NA;NA;NA;2020-08-14T00:00:00Z;7;28;NA;-7;-40;5
AT;Austria;Styria;NA;NA;NA;NA;2020-08-15T00:00:00Z;-57;-87;NA;47;-36;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-16T00:00:00Z;23;NA;51;7;-6;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-17T00:00:00Z;NA;12;NA;NA;-39;6
AT;Austria;Styria;NA;NA;NA;NA;2020-08-18T00:00:00Z;NA;NA;NA;NA;-37;6
AT;Austria;Styria;NA;NA;NA;NA;2020-08-19T00:00:00Z;NA;5;NA;NA;-36;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-20T00:00:00Z;NA;-2;NA;NA;-36;3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-21T00:00:00Z;-7;-6;NA;NA;-37;3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-22T00:00:00Z;-22;-12;NA;NA;NA;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-23T00:00:00Z;NA;NA;NA;NA;NA;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-24T00:00:00Z;NA;1;NA;NA;-35;5
AT;Austria;Styria;NA;NA;NA;NA;2020-08-25T00:00:00Z;NA;0;NA;NA;-34;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-26T00:00:00Z;NA;-1;NA;NA;-33;3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-27T00:00:00Z;NA;-4;NA;NA;-33;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-28T00:00:00Z;-2;-5;NA;NA;-33;3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-29T00:00:00Z;-14;-10;NA;NA;NA;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-30T00:00:00Z;NA;NA;NA;NA;NA;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-08-31T00:00:00Z;NA;1;NA;NA;-32;5
AT;Austria;Styria;NA;NA;NA;NA;2020-09-01T00:00:00Z;NA;6;NA;NA;-31;4
AT;Austria;Styria;NA;NA;NA;NA;2020-09-02T00:00:00Z;NA;3;NA;NA;-33;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-03T00:00:00Z;NA;5;NA;NA;-31;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-04T00:00:00Z;10;2;NA;NA;-32;2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-05T00:00:00Z;-5;-4;NA;NA;NA;-5
AT;Austria;Styria;NA;NA;NA;NA;2020-09-06T00:00:00Z;NA;NA;NA;NA;NA;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-07T00:00:00Z;NA;8;NA;NA;-31;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-08T00:00:00Z;NA;10;NA;NA;-29;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-09T00:00:00Z;NA;NA;NA;NA;-28;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-10T00:00:00Z;NA;9;NA;NA;-27;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-11T00:00:00Z;9;8;NA;-15;-29;0
AT;Austria;Styria;NA;NA;NA;NA;2020-09-12T00:00:00Z;-6;3;NA;40;-5;-6
AT;Austria;Styria;NA;NA;NA;NA;2020-09-13T00:00:00Z;43;NA;165;10;2;-6
AT;Austria;Styria;NA;NA;NA;NA;2020-09-14T00:00:00Z;18;7;NA;-11;-22;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-15T00:00:00Z;10;8;NA;-6;-19;0
AT;Austria;Styria;NA;NA;NA;NA;2020-09-16T00:00:00Z;7;11;NA;-7;-20;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-17T00:00:00Z;4;3;NA;-5;-20;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-18T00:00:00Z;0;3;NA;-7;-21;0
AT;Austria;Styria;NA;NA;NA;NA;2020-09-19T00:00:00Z;-11;-2;NA;4;-5;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-20T00:00:00Z;39;NA;143;-18;0;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-21T00:00:00Z;10;1;NA;-11;-19;0
AT;Austria;Styria;NA;NA;NA;NA;2020-09-22T00:00:00Z;3;2;NA;-7;-18;2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-23T00:00:00Z;0;4;NA;-7;-17;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-24T00:00:00Z;0;2;NA;-9;-16;2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-25T00:00:00Z;-3;5;NA;-19;-19;5
AT;Austria;Styria;NA;NA;NA;NA;2020-09-26T00:00:00Z;-13;7;45;-22;-6;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-27T00:00:00Z;14;NA;81;-29;4;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-28T00:00:00Z;9;4;NA;-19;-15;5
AT;Austria;Styria;NA;NA;NA;NA;2020-09-29T00:00:00Z;4;3;NA;-16;-15;4
AT;Austria;Styria;NA;NA;NA;NA;2020-09-30T00:00:00Z;7;9;NA;-10;-13;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-01T00:00:00Z;7;8;NA;-12;-12;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-02T00:00:00Z;-1;8;NA;-17;-12;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-03T00:00:00Z;-10;8;45;-22;-2;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-04T00:00:00Z;28;NA;79;-35;0;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-10-05T00:00:00Z;8;5;NA;-19;-13;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-06T00:00:00Z;0;3;NA;-10;-14;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-07T00:00:00Z;4;11;NA;-13;-13;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-08T00:00:00Z;-2;5;NA;-10;-12;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-09T00:00:00Z;-2;5;NA;-12;-12;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-10T00:00:00Z;-13;6;NA;-24;-4;1
AT;Austria;Styria;NA;NA;NA;NA;2020-10-11T00:00:00Z;-30;NA;-35;-44;-9;5
AT;Austria;Styria;NA;NA;NA;NA;2020-10-12T00:00:00Z;4;5;NA;-22;-12;4
AT;Austria;Styria;NA;NA;NA;NA;2020-10-13T00:00:00Z;0;8;NA;-16;-12;4
AT;Austria;Styria;NA;NA;NA;NA;2020-10-14T00:00:00Z;2;4;NA;-12;-10;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-15T00:00:00Z;-4;4;NA;-21;-9;5
AT;Austria;Styria;NA;NA;NA;NA;2020-10-16T00:00:00Z;-2;-1;NA;-22;-10;5
AT;Austria;Styria;NA;NA;NA;NA;2020-10-17T00:00:00Z;-12;-8;58;-24;-1;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-18T00:00:00Z;5;NA;65;-39;-4;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-19T00:00:00Z;2;-8;NA;-22;-9;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-20T00:00:00Z;-1;-7;NA;-17;-9;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-21T00:00:00Z;-1;-4;NA;-12;-9;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-22T00:00:00Z;-2;-1;NA;-13;-8;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-23T00:00:00Z;-5;1;NA;-15;-9;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-24T00:00:00Z;-15;-1;62;-23;-3;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-25T00:00:00Z;20;NA;137;-31;-8;0
AT;Austria;Styria;NA;NA;NA;NA;2020-10-26T00:00:00Z;-51;-86;NA;-49;-83;22
AT;Austria;Styria;NA;NA;NA;NA;2020-10-27T00:00:00Z;14;17;NA;-20;-27;7
AT;Austria;Styria;NA;NA;NA;NA;2020-10-28T00:00:00Z;6;2;NA;-23;-25;7
AT;Austria;Styria;NA;NA;NA;NA;2020-10-29T00:00:00Z;0;2;NA;-22;-25;8
AT;Austria;Styria;NA;NA;NA;NA;2020-10-30T00:00:00Z;2;7;NA;-27;-24;7
AT;Austria;Styria;NA;NA;NA;NA;2020-10-31T00:00:00Z;-16;-3;NA;-22;4;3
AT;Austria;Styria;NA;NA;NA;NA;2020-11-01T00:00:00Z;-6;NA;65;-44;-3;2
AT;Austria;Styria;NA;NA;NA;NA;2020-11-02T00:00:00Z;14;-8;NA;-29;-25;8
AT;Austria;Styria;NA;NA;NA;NA;2020-11-03T00:00:00Z;-32;-3;NA;-21;-18;10
AT;Austria;Styria;NA;NA;NA;NA;2020-11-04T00:00:00Z;-31;0;NA;-31;-22;12
AT;Austria;Styria;NA;NA;NA;NA;2020-11-05T00:00:00Z;-32;-2;NA;-29;-21;12
AT;Austria;Styria;NA;NA;NA;NA;2020-11-06T00:00:00Z;-31;-3;NA;-31;-21;12
AT;Austria;Styria;NA;NA;NA;NA;2020-11-07T00:00:00Z;-39;-5;NA;-41;-12;10
AT;Austria;Styria;NA;NA;NA;NA;2020-11-08T00:00:00Z;-48;NA;109;-51;-18;7
